#chr	start	end	gene_id	gene_name
chr16	25040000	34000000	ENSG00000196502	
chr16	25040000	34000000	ENSG00000196993	
chr16	25040000	34000000	ENSG00000205609	
chr16	25040000	34000000	ENSG00000213658	
chr16	25040000	34000000	ENSG00000233232	
chr16	28360000	34000000	ENSG00000140688	
chr16	36280000	49363122	ENSG00000102910	
chr16	49065969	52080000	ENSG00000155393	
chr16	66326797	71160000	ENSG00000159708	
chr16	65961244	71160000	ENSG00000172828	
chr16	66880000	71160000	ENSG00000103018	
chr16	66880000	71160000	ENSG00000132612	
chr16	66880000	71160000	ENSG00000141076	
chr16	66880000	71160000	ENSG00000157322	
chr16	66880000	75440000	ENSG00000157335	
chr16	66880000	71160000	ENSG00000184939	
chr16	66880000	71160000	ENSG00000198373	
chr16	66880000	75440000	ENSG00000223496	
chr16	66880000	71160000	ENSG00000259900	
chr16	66880000	71160000	ENSG00000260371	
chr16	66880000	71160000	ENSG00000260914	
chr16	70080000	75440000	ENSG00000102967	
chr16	70080000	75440000	ENSG00000277481	
chr16	70080000	77640000	ENSG00000140839	
chr16	70080000	77640000	ENSG00000168404	
chr16	74280000	77640000	ENSG00000166822	
chr16	80739096	85080000	ENSG00000197943	
chr17	0	2840000	ENSG00000074660	
chr17	0	2840000	ENSG00000132386	
chr17	0	2840000	ENSG00000183688	
chr17	0	2840000	ENSG00000272636	
chr17	15560000	19244875	ENSG00000131899	
chr17	41720000	46680000	ENSG00000012048	
chr17	41113111	43360000	ENSG00000108773	
chr17	41552922	43555214	ENSG00000108786	
chr17	42560000	46680000	ENSG00000108840	
chr17	42560000	46680000	ENSG00000161714	
chr17	41720000	46680000	ENSG00000188554	
chr17	4720000	9760000	ENSG00000108961	
chr17	4720000	9760000	ENSG00000178921	
chr17	4720000	9760000	ENSG00000178971	
chr17	75000905	77005999	ENSG00000250506	
chr17	74979239	77000586	ENSG00000257949	
chr17	74979251	77005985	ENSG00000261408	
chr18	11991361	20920000	ENSG00000101639	
chr18	0	2880000	ENSG00000101557	
chr18	0	2880000	ENSG00000141433	
chr18	50400000	56720000	ENSG00000101751	
chr18	50400000	56720000	ENSG00000174448	
chr19	17040000	27240000	ENSG00000181035	
chr19	17040000	27240000	ENSG00000187664	
chr19	17040000	27240000	ENSG00000254901	
chr19	17040000	27240000	ENSG00000160321	
chr19	17040000	27240000	ENSG00000196109	
chr19	17040000	27240000	ENSG00000196350	
chr19	17040000	27240000	ENSG00000197134	
chr19	17040000	27240000	ENSG00000198521	
chr19	0	5800000	ENSG00000167670	
chr19	55680000	58617616	ENSG00000174586	
chr19	55680000	58617616	ENSG00000186230	
chr19	55680000	58617616	ENSG00000268533	
chr1	112360000	114920000	ENSG00000081019	
chr1	112360000	114920000	ENSG00000134262	
chr1	112360000	114977869	ENSG00000163349	
chr1	10480000	12806455	ENSG00000177000	
chr1	150402724	152459494	ENSG00000143442	
chr1	20520000	24424748	ENSG00000204219	
chr1	26891524	30720000	ENSG00000117748	
chr1	41785006	44240000	ENSG00000274386	
chr1	43850522	47120000	ENSG00000070785	
chr20	23600000	28720000	ENSG00000197586	
chr20	33546853	35560345	ENSG00000101460	
chr20	33560542	35698790	ENSG00000101464	
chr20	34201745	37080000	ENSG00000126005	
chr20	33872145	37080000	ENSG00000131069	
chr20	34800000	39080000	ENSG00000080839	
chr20	34800000	39080000	ENSG00000101347	
chr20	36920000	39729372	ENSG00000101438	
chr20	36920000	39772520	ENSG00000101442	
chr20	34800000	37612384	ENSG00000259399	
chr20	58863564	64444167	ENSG00000196074	
chr20	59520000	64444167	ENSG00000130702	
chr20	59520000	64444167	ENSG00000130703	
chr20	59520000	64444167	ENSG00000101187	
chr20	59520000	64444167	ENSG00000101213	
chr20	59520000	64444167	ENSG00000101150	
chr20	59520000	64444167	ENSG00000101216	
chr20	59520000	64444167	ENSG00000101246	
chr20	59520000	64444167	ENSG00000125522	
chr20	59520000	64444167	ENSG00000130584	
chr20	59520000	64444167	ENSG00000171703	
chr20	59520000	64444167	ENSG00000197457	
chr20	59520000	64444167	ENSG00000198276	
chr20	59520000	64444167	ENSG00000273047	
chr20	59520000	64444167	ENSG00000273154	
chr22	0	20360000	ENSG00000278558	
chr22	31360000	37960000	ENSG00000100281	
chr22	37483438	41680000	ENSG00000100201	
chr22	37520000	41680000	ENSG00000100221	
chr22	37520000	41680000	ENSG00000184949	
chr22	43040000	46760000	ENSG00000100376	
chr22	43040000	46760000	ENSG00000128408	
chr22	46320000	50818468	ENSG00000025708	
chr22	46320000	50818468	ENSG00000073169	
chr22	46320000	50818468	ENSG00000100288	
chr22	46320000	50818468	ENSG00000205560	
chr22	46320000	50818468	ENSG00000254413	
chr2	209477681	212680000	ENSG00000021826	
chr2	27360000	30120000	ENSG00000171103	
chr2	27360000	30120000	ENSG00000213639	
chr2	52787043	55680000	ENSG00000068912	
chr3	127619969	129681075	ENSG00000163902	
chr3	137434615	141280000	ENSG00000158220	
chr3	137608608	141280000	ENSG00000158234	
chr3	158640000	161399880	ENSG00000068885	
chr3	158640000	161565571	ENSG00000186432	
chr3	158640000	161485773	ENSG00000213186	
chr3	158640000	161449829	ENSG00000248710	
chr3	169760000	171870208	ENSG00000163584	
chr3	168793003	170880000	ENSG00000171757	
chr3	168821921	170880000	ENSG00000188306	
chr3	46680000	51920000	ENSG00000001617	
chr3	46680000	51100045	ENSG00000004534	
chr3	46680000	50671549	ENSG00000164061	
chr3	46680000	50903873	ENSG00000164078	
chr3	46680000	50723973	ENSG00000173540	
chr3	46680000	51920000	ENSG00000188338	
chr3	46680000	51920000	ENSG00000214706	
chr3	100222546	102320575	ENSG00000081148	
chr3	99749156	101993515	ENSG00000154175	
chr4	118440000	124320000	ENSG00000138686	
chr4	118440000	124320000	ENSG00000164112	
chr4	49280000	54280000	ENSG00000109184	
chr5	137946724	140760000	ENSG00000120725	
chr6	123320000	126302078	ENSG00000111906	
chr6	24360000	30480000	ENSG00000112343	
chr6	25017032	30480000	ENSG00000124610	
chr6	25114873	30480000	ENSG00000180596	
chr6	25055740	30480000	ENSG00000187837	
chr6	25196784	30480000	ENSG00000197409	
chr6	23797335	26000000	ENSG00000260286	
chr6	25402236	30480000	ENSG00000026950	
chr6	25960000	30480000	ENSG00000096654	
chr6	25440471	30480000	ENSG00000111801	
chr6	25457903	30480000	ENSG00000112763	
chr6	25383095	30480000	ENSG00000124508	
chr6	25596952	30480000	ENSG00000146109	
chr6	25365158	30480000	ENSG00000186470	
chr6	25960000	30480000	ENSG00000189298	
chr6	25960000	30480000	ENSG00000197238	
chr6	25960000	30480000	ENSG00000198315	
chr6	25960000	30480000	ENSG00000233822	
chr6	25960000	30480000	ENSG00000235109	
chr6	25960000	30480000	ENSG00000273542	
chr6	25960000	30480000	ENSG00000276302	
chr6	25960000	30480000	ENSG00000187987	
chr6	25960000	30480000	ENSG00000197935	
chr6	25960000	33560000	ENSG00000204619	
chr6	25960000	33560000	ENSG00000204642	
chr6	25960000	33560000	ENSG00000204644	
chr6	29640000	33560000	ENSG00000137411	
chr6	29640000	33560000	ENSG00000204516	
chr6	29640000	33560000	ENSG00000204525	
chr6	29640000	33560000	ENSG00000204540	
chr6	29640000	33560000	ENSG00000204580	
chr6	29489508	33560000	ENSG00000204592	
chr6	25960000	33560000	ENSG00000234127	
chr6	29640000	33560000	ENSG00000234745	
chr6	25960000	33560000	ENSG00000248167	
chr6	29640000	33560000	ENSG00000254870	
chr6	29640000	33560000	ENSG00000168477	
chr6	29640000	33560000	ENSG00000204371	
chr6	29640000	33560000	ENSG00000204420	
chr6	29640000	33560000	ENSG00000204428	
chr6	29640000	33560000	ENSG00000204438	
chr6	29640000	33560000	ENSG00000204463	
chr6	29640000	33560000	ENSG00000213676	
chr6	29640000	33560000	ENSG00000213719	
chr6	29640000	33560000	ENSG00000228727	
chr6	29640000	33560000	ENSG00000240053	
chr6	29640000	33560000	ENSG00000243649	
chr6	29640000	33560000	ENSG00000244731	
chr6	29640000	33668383	ENSG00000179344	
chr6	29640000	33560000	ENSG00000204301	
chr6	29640000	33560000	ENSG00000285085	
chr6	29640000	35520000	ENSG00000213588	
chr7	98840000	103473168	ENSG00000161036	
chr7	123440000	127640000	ENSG00000128513	
chr7	124920000	128253093	ENSG00000179603	
chr7	157400000	159345973	ENSG00000117868	
chr7	22182023	24201006	ENSG00000136243	
chr7	74760000	80080000	ENSG00000091073	
chr7	98840000	102680000	ENSG00000066923	
chr7	98840000	102680000	ENSG00000078487	
chr7	98840000	102680000	ENSG00000085514	
chr7	98840000	102680000	ENSG00000121716	
chr7	98840000	102680000	ENSG00000146834	
chr7	98840000	102680000	ENSG00000168090	
chr7	98840000	102680000	ENSG00000185955	
chr7	98840000	102680000	ENSG00000213413	
chr8	46960184	48978160	ENSG00000104738	
chr8	90954967	94760000	ENSG00000079102	
chr8	91080000	96240000	ENSG00000104413	
chr8	91080000	96240000	ENSG00000164944	
chr8	91080000	95475115	ENSG00000197275	
chr9	33240000	36600000	ENSG00000122756	
chr9	85800000	90920000	ENSG00000123975	
chr10	99320000	102120000	ENSG00000055950	
chr10	99320000	102120000	ENSG00000099194	
chr10	99320000	102695295	ENSG00000107829	
chr10	101226298	103680000	ENSG00000119915	
chr10	101918293	104090222	ENSG00000148842	
chr10	99320000	103680000	ENSG00000166189	
chr10	101743947	103834516	ENSG00000166272	
chr10	102040000	104248016	ENSG00000235376	
chr10	102967139	105029233	ENSG00000065613	
chr10	102040000	104855543	ENSG00000107957	
chr10	102040000	104290346	ENSG00000148798	
chr10	103235355	105267459	ENSG00000148834	
chr10	102040000	104446294	ENSG00000148843	
chr10	102040000	104396492	ENSG00000173915	
chr10	102040000	104479240	ENSG00000183128	
chr10	102040000	104458900	ENSG00000185933	
chr10	11129636	13360000	ENSG00000065665	
chr10	30280000	33378798	ENSG00000120616	
chr10	90840000	95240000	ENSG00000138160	
chr10	90840000	93800000	ENSG00000174721	
chr10	90840000	95240000	ENSG00000186188	
chr10	90840000	95240000	ENSG00000108231	
chr10	92480000	97760000	ENSG00000165841	
chr10	92480000	97760000	ENSG00000276490	
chr10	94520000	97760000	ENSG00000059573	
chr10	94520000	98321915	ENSG00000165879	
chr10	94520000	100280000	ENSG00000171311	
chr10	97440000	102120000	ENSG00000014919	
chr10	97440000	102120000	ENSG00000155287	
chr10	97440000	102120000	ENSG00000198018	
chr10	97440000	102120000	ENSG00000285932	
chr11	107116694	110400000	ENSG00000075239	
chr11	107157215	110400000	ENSG00000149308	
chr11	107222831	110400000	ENSG00000149311	
chr11	106080000	108457844	ENSG00000152404	
chr11	107308519	110400000	ENSG00000166323	
chr11	107472112	110400000	ENSG00000178202	
chr11	107760000	111560000	ENSG00000137710	
chr11	107760000	111560000	ENSG00000149289	
chr11	107665068	110400000	ENSG00000178105	
chr11	109920000	112308735	ENSG00000214290	
chr11	0	3560000	ENSG00000142082	
chr11	0	3560000	ENSG00000185627	
chr11	3094706	6200000	ENSG00000167325	
chr11	45800000	48440000	ENSG00000025434	
chr11	48145092	54520000	ENSG00000086205	
chr11	45800000	48440000	ENSG00000134569	
chr11	45800000	48440000	ENSG00000134575	
chr11	45800000	54520000	ENSG00000149177	
chr11	45800000	48440000	ENSG00000149179	
chr11	45800000	48440000	ENSG00000165912	
chr11	45800000	48440000	ENSG00000165915	
chr11	45800000	48449143	ENSG00000165917	
chr11	45800000	48715389	ENSG00000165923	
chr12	110034164	112440000	ENSG00000111249	
chr12	110840000	113013185	ENSG00000198270	
chr12	117840000	124040000	ENSG00000089154	
chr12	117840000	124040000	ENSG00000089159	
chr12	119443964	124040000	ENSG00000170855	
chr12	119322115	124040000	ENSG00000170890	
chr12	119687148	124040000	ENSG00000110917	
chr12	120080000	124040000	ENSG00000158104	
chr12	120080000	124040000	ENSG00000111011	
chr12	120080000	124040000	ENSG00000175727	
chr12	120080000	124040000	ENSG00000182196	
chr12	120080000	124040000	ENSG00000182782	
chr12	120080000	124040000	ENSG00000196917	
chr12	130760000	133275309	ENSG00000090615	
chr12	53040000	57960000	ENSG00000135441	
chr12	55640000	57960000	ENSG00000198056	
chr13	39640000	41771190	ENSG00000102738	
chr13	39640000	42061440	ENSG00000120690	
chr13	48444373	51120000	ENSG00000136169	
chr14	0	24480000	ENSG00000165819	
chr14	61840000	67760000	ENSG00000100714	
chr14	61840000	67760000	ENSG00000089775	
chr14	61840000	67760000	ENSG00000176153	
chr14	72136417	74223691	ENSG00000080815	
chr14	72275107	74458617	ENSG00000133961	
chr14	72715122	75680000	ENSG00000156030	
chr14	72711783	75680000	ENSG00000176903	
chr14	88400000	91600000	ENSG00000119720	
chr15	38720000	43800000	ENSG00000259330	
chr15	40230838	43800000	ENSG00000187446	
chr15	48106068	50155661	ENSG00000166200	
chr15	49160000	51355408	ENSG00000104064	
chr15	49160000	51265726	ENSG00000140287	
chr15	55160000	59680000	ENSG00000263155	
chr15	72200000	74753351	ENSG00000205363	
chr16	0	5120000	ENSG00000205937	
chr16	10840000	15669236	ENSG00000103429	
chr16	10840000	16760000	ENSG00000179889	
chr16	0	5120000	ENSG00000085644	
chr16	0	5120000	ENSG00000131652	
chr16	0	5120000	ENSG00000162104	
chr16	25040000	34000000	ENSG00000176046	
chr16	25040000	34000000	ENSG00000176953	
chr16	28360000	34000000	ENSG00000169592	
chr16	0	5802673	ENSG00000067836	
chr16	36280000	49448402	ENSG00000196470	
chr16	52040000	55920000	ENSG00000166971	
chr16	65921679	71160000	ENSG00000166592	
chr16	65932065	71160000	ENSG00000166595	
chr16	65934443	71160000	ENSG00000172831	
chr16	66518417	71160000	ENSG00000039523	
chr16	66164742	71160000	ENSG00000102878	
chr16	66660945	71160000	ENSG00000102981	
chr16	66170153	71160000	ENSG00000140939	
chr16	66674531	71160000	ENSG00000141098	
chr16	66389809	71160000	ENSG00000159713	
chr16	66482571	71160000	ENSG00000159723	
chr16	66666813	71160000	ENSG00000159761	
chr16	66842319	71160000	ENSG00000168286	
chr16	66289432	71160000	ENSG00000168676	
chr16	66430651	71160000	ENSG00000176387	
chr16	66192154	71160000	ENSG00000205250	
chr16	66163384	71160000	ENSG00000265690	
chr16	66880000	71160000	ENSG00000072736	
chr16	66880000	71160000	ENSG00000103064	
chr16	66880000	71160000	ENSG00000124067	
chr16	66880000	71160000	ENSG00000132600	
chr16	66880000	71160000	ENSG00000141096	
chr16	66880000	71160000	ENSG00000167261	
chr16	66880000	71160000	ENSG00000062038	
chr16	66880000	71160000	ENSG00000102908	
chr16	66880000	71160000	ENSG00000103056	
chr16	66880000	71160000	ENSG00000132603	
chr16	66880000	71160000	ENSG00000168807	
chr16	66880000	71160000	ENSG00000213380	
chr16	66880000	71160000	ENSG00000272617	
chr16	66880000	75440000	ENSG00000157350	
chr16	66880000	75440000	ENSG00000157353	
chr16	66880000	75440000	ENSG00000168872	
chr16	66880000	75440000	ENSG00000103043	
chr16	70080000	75440000	ENSG00000198650	
chr16	70080000	77640000	ENSG00000090863	
chr16	70080000	77640000	ENSG00000168411	
chr16	70080000	77640000	ENSG00000196436	
chr16	70080000	77640000	ENSG00000153774	
chr16	74280000	77640000	ENSG00000260092	
chr16	74280000	77640000	ENSG00000282757	
chr16	80238688	85080000	ENSG00000135697	
chr16	80880000	85080000	ENSG00000135698	
chr16	80444807	85080000	ENSG00000153815	
chr16	80880000	85920768	ENSG00000103196	
chr16	85040000	90338345	ENSG00000104731	
chr17	0	2900082	ENSG00000132383	
chr17	0	2840000	ENSG00000167703	
chr17	0	2840000	ENSG00000174231	
chr17	0	3063241	ENSG00000177374	
chr17	0	2840000	ENSG00000186532	
chr17	0	2840000	ENSG00000181031	
chr17	15560000	19200000	ENSG00000170160	
chr17	15560000	19200000	ENSG00000266302	
chr17	15560000	19200000	ENSG00000091536	
chr17	37920000	43360000	ENSG00000161594	
chr17	40930616	43360000	ENSG00000204815	
chr17	41038232	43360000	ENSG00000267221	
chr17	41101404	43360000	ENSG00000108771	
chr17	41720000	46680000	ENSG00000131475	
chr17	42560000	46680000	ENSG00000091947	
chr17	41720000	46680000	ENSG00000108830	
chr17	42560000	46680000	ENSG00000131096	
chr17	42560000	46680000	ENSG00000231256	
chr17	42560000	46680000	ENSG00000005961	
chr17	42560000	46680000	ENSG00000141349	
chr17	42560000	46680000	ENSG00000161654	
chr17	42560000	46680000	ENSG00000161664	
chr17	42560000	46680000	ENSG00000006062	
chr17	42560000	46680000	ENSG00000131094	
chr17	42560000	46680000	ENSG00000181513	
chr17	58197565	60215226	ENSG00000265303	
chr17	4720000	8400000	ENSG00000108839	
chr17	4720000	9760000	ENSG00000182224	
chr17	76360000	80080000	ENSG00000183077	
chr17	76360000	80080000	ENSG00000204278	
chr18	0	2880000	ENSG00000176890	
chr18	43600000	47072260	ENSG00000152229	
chr18	43600000	49560000	ENSG00000152234	
chr18	53717859	56720000	ENSG00000041353	
chr18	50400000	56720000	ENSG00000134046	
chr19	12104902	14520000	ENSG00000104907	
chr19	13840000	27240000	ENSG00000131351	
chr19	13840000	27240000	ENSG00000130300	
chr19	13840000	27240000	ENSG00000167483	
chr19	13840000	27240000	ENSG00000171773	
chr19	13840000	27240000	ENSG00000248099	
chr19	13840000	27240000	ENSG00000096996	
chr19	17040000	27240000	ENSG00000105701	
chr19	13840000	27240000	ENSG00000175489	
chr19	17040000	27240000	ENSG00000130283	
chr19	17040000	27240000	ENSG00000223802	
chr19	17040000	27240000	ENSG00000064489	
chr19	17040000	27240000	ENSG00000213999	
chr19	17040000	27240000	ENSG00000105705	
chr19	17040000	27240000	ENSG00000130287	
chr19	17040000	27240000	ENSG00000186010	
chr19	17040000	27240000	ENSG00000213996	
chr19	17040000	27240000	ENSG00000258674	
chr19	17040000	27240000	ENSG00000089639	
chr19	17040000	27240000	ENSG00000213973	
chr19	0	5800000	ENSG00000105246	
chr19	0	5800000	ENSG00000167671	
chr19	0	6668478	ENSG00000160633	
chr19	0	10960000	ENSG00000267157	
chr19	47280000	54480000	ENSG00000182310	
chr19	55680000	58617616	ENSG00000269699	
chr19	55680000	58617616	ENSG00000204524	
chr19	5680000	10960000	ENSG00000099785	
chr1	108200000	112800000	ENSG00000156097	
chr1	108200000	112800000	ENSG00000116396	
chr1	108200000	114000000	ENSG00000155366	
chr1	113716913	115758676	ENSG00000009307	
chr1	112360000	115035572	ENSG00000116774	
chr1	112360000	114920000	ENSG00000118655	
chr1	112360000	114920000	ENSG00000134242	
chr1	113582848	115670422	ENSG00000175984	
chr1	10480000	12789585	ENSG00000215910	
chr1	148440000	151629612	ENSG00000143420	
chr1	146040000	151400000	ENSG00000271383	
chr1	184157079	186400000	ENSG00000116668	
chr1	184045525	186400000	ENSG00000121481	
chr1	184720000	187421378	ENSG00000157181	
chr1	19589085	24080000	ENSG00000158825	
chr1	19633457	24080000	ENSG00000158828	
chr1	20520000	24194729	ENSG00000179546	
chr1	225000000	228640000	ENSG00000143799	
chr1	225548763	228640000	ENSG00000203685	
chr1	226000000	228947932	ENSG00000143816	
chr1	226000000	229406835	ENSG00000154370	
chr1	39691688	42760000	ENSG00000066136	
chr1	38840000	40902256	ENSG00000116990	
chr1	39040232	41072649	ENSG00000131236	
chr1	42600000	44931165	ENSG00000126091	
chr1	43405193	47120000	ENSG00000187147	
chr20	23600000	28720000	ENSG00000100994	
chr20	33363240	35540748	ENSG00000078747	
chr20	34800000	37528637	ENSG00000080845	
chr20	34523186	37080000	ENSG00000125975	
chr20	34542037	37080000	ENSG00000125991	
chr20	34800000	37270918	ENSG00000131043	
chr20	34800000	37080000	ENSG00000149646	
chr20	34668052	37080000	ENSG00000244005	
chr20	36521205	39080000	ENSG00000053438	
chr20	34800000	37646196	ENSG00000101082	
chr20	36920000	39337505	ENSG00000101425	
chr20	36920000	39651035	ENSG00000124143	
chr20	36920000	39588463	ENSG00000182035	
chr20	36920000	39166578	ENSG00000198959	
chr20	59520000	64444167	ENSG00000130699	
chr20	59520000	64444167	ENSG00000149679	
chr20	59520000	64444167	ENSG00000179242	
chr20	59520000	64444167	ENSG00000184402	
chr20	59520000	64444167	ENSG00000060491	
chr20	59520000	64444167	ENSG00000101197	
chr20	59520000	64444167	ENSG00000101203	
chr20	59520000	64444167	ENSG00000101204	
chr20	59520000	64444167	ENSG00000149658	
chr20	59520000	64444167	ENSG00000101210	
chr20	59520000	64444167	ENSG00000101152	
chr20	59520000	64444167	ENSG00000203896	
chr20	59520000	64444167	ENSG00000243509	
chr20	59520000	64444167	ENSG00000258366	
chr20	59520000	64444167	ENSG00000196421	
chr21	44120000	46709983	ENSG00000160284	
chr21	44120000	46709983	ENSG00000160310	
chr22	29280000	31760000	ENSG00000099992	
chr22	35240000	41680000	ENSG00000100129	
chr22	37520000	41680000	ENSG00000100211	
chr22	37520000	41680000	ENSG00000100216	
chr22	37520000	41680000	ENSG00000100242	
chr22	37201931	41680000	ENSG00000185022	
chr22	37520000	41680000	ENSG00000284431	
chr22	37520000	42180077	ENSG00000100393	
chr2	134052291	136176394	ENSG00000115839	
chr2	133838615	135902034	ENSG00000153086	
chr2	16510584	18518439	ENSG00000214842	
chr2	206000000	210280000	ENSG00000138413	
chr2	208080000	210734118	ENSG00000078018	
chr2	209290150	212680000	ENSG00000168530	
chr2	25160000	28920000	ENSG00000115211	
chr2	27360000	29417317	ENSG00000075426	
chr2	25160000	28920000	ENSG00000163798	
chr2	50480000	55680000	ENSG00000115239	
chr2	52852912	55680000	ENSG00000119737	
chr2	52970837	55680000	ENSG00000170634	
chr3	127051640	129600000	ENSG00000058262	
chr3	128040000	130062406	ENSG00000169704	
chr3	128040000	130122801	ENSG00000172780	
chr3	132400000	134825772	ENSG00000144867	
chr3	137494344	141280000	ENSG00000114107	
chr3	137040000	141280000	ENSG00000181322	
chr3	138040000	141280000	ENSG00000184432	
chr3	158640000	160996019	ENSG00000168811	
chr3	168880000	170998373	ENSG00000008952	
chr3	169418867	171454733	ENSG00000013297	
chr3	168839172	170880000	ENSG00000114248	
chr3	169222423	171305977	ENSG00000163558	
chr3	168880000	171181749	ENSG00000173889	
chr3	168880000	171085392	ENSG00000173890	
chr3	168766921	170880000	ENSG00000184378	
chr3	169418867	171860380	ENSG00000285218	
chr3	44920000	50320000	ENSG00000088727	
chr3	46680000	50320000	ENSG00000114268	
chr3	46680000	50416475	ENSG00000145022	
chr3	46680000	50683971	ENSG00000164062	
chr3	46680000	50535618	ENSG00000173402	
chr3	46680000	50320000	ENSG00000183396	
chr3	46680000	50320000	ENSG00000188315	
chr3	46680000	50320000	ENSG00000198218	
chr3	46680000	50320000	ENSG00000213672	
chr3	46680000	50320000	ENSG00000225697	
chr3	46680000	50358353	ENSG00000233276	
chr3	46680000	51119021	ENSG00000003756	
chr3	49341110	51920000	ENSG00000004838	
chr3	46680000	51920000	ENSG00000012171	
chr3	49606489	51920000	ENSG00000114737	
chr3	46680000	50721529	ENSG00000164068	
chr3	50120000	52718613	ENSG00000164082	
chr3	46680000	51920000	ENSG00000179564	
chr3	46680000	50813953	ENSG00000182179	
chr3	46680000	50805030	ENSG00000185614	
chr3	51287088	56680000	ENSG00000168237	
chr4	0	4120000	ENSG00000214367	
chr4	162110073	164166890	ENSG00000145414	
chr4	162240000	165120000	ENSG00000151005	
chr4	162240000	164344832	ENSG00000164128	
chr4	162240000	165120000	ENSG00000198498	
chr4	6040000	9520000	ENSG00000109519	
chr5	0	4840000	ENSG00000066230	
chr5	0	4840000	ENSG00000153404	
chr5	0	4840000	ENSG00000180104	
chr5	0	4840000	ENSG00000249915	
chr5	131257695	135000000	ENSG00000131435	
chr5	132080000	137760000	ENSG00000113615	
chr5	138040000	140760000	ENSG00000171604	
chr5	0	4840000	ENSG00000170561	
chr5	65600000	72320000	ENSG00000205571	
chr5	91440000	95739436	ENSG00000133302	
chr5	0	4840000	ENSG00000153395	
chr6	107680000	110382467	ENSG00000135535	
chr6	107680000	110480000	ENSG00000185250	
chr6	24360000	26701783	ENSG00000079689	
chr6	24279077	26620530	ENSG00000079691	
chr6	23774930	26000000	ENSG00000112312	
chr6	23544104	26000000	ENSG00000137261	
chr6	25026815	30480000	ENSG00000278705	
chr6	25031589	30480000	ENSG00000286522	
chr6	25087280	30480000	ENSG00000010704	
chr6	25043227	30480000	ENSG00000276410	
chr6	25033092	30480000	ENSG00000278463	
chr6	25045383	30480000	ENSG00000287080	
chr6	25215159	30480000	ENSG00000273802	
chr6	25172058	30480000	ENSG00000274290	
chr6	25204551	30480000	ENSG00000276966	
chr6	25269405	30480000	ENSG00000273983	
chr6	25960000	30480000	ENSG00000124635	
chr6	25538365	30480000	ENSG00000182952	
chr6	25960000	30480000	ENSG00000185130	
chr6	25960000	30480000	ENSG00000196747	
chr6	25960000	30480000	ENSG00000197903	
chr6	25960000	30480000	ENSG00000278828	
chr6	25960000	30480000	ENSG00000197153	
chr6	25960000	30480000	ENSG00000274641	
chr6	25960000	30480000	ENSG00000275126	
chr6	25960000	30480000	ENSG00000275379	
chr6	25960000	30480000	ENSG00000124657	
chr6	25960000	30480000	ENSG00000168131	
chr6	25960000	30480000	ENSG00000189134	
chr6	25960000	30480000	ENSG00000196812	
chr6	25960000	30557721	ENSG00000237988	
chr6	25960000	33560000	ENSG00000204632	
chr6	25960000	33560000	ENSG00000204655	
chr6	25960000	33560000	ENSG00000206503	
chr6	25960000	33560000	ENSG00000241370	
chr6	29600413	33560000	ENSG00000204569	
chr6	29557279	33560000	ENSG00000204576	
chr6	29626841	33560000	ENSG00000137343	
chr6	29640000	33560000	ENSG00000146112	
