#chr	start	end	gene_id	strand	gene_name	event_ID
chr2	202874260	203014797	ENSG00000138442	-	WDR12	image_Aging5; AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr2	202912213	202988262	ENSG00000138380	+	CARF	image_Aging5; AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr2	203014878	203226377	ENSG00000144426	+	NBEAL1	image_Aging5; AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr2	232878700	233013255	ENSG00000066248	-	NGEF	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr2	233059966	233207902	ENSG00000168918	+	INPP5D	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Bellenguez_EADB_2022
chr2	233059966	233207902	ENSG00000168918	+	INPP5D	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr4	17800654	17810757	ENSG00000163257	-	DCAF16	AD_Bellenguez_EADB_2022; Telomere_pc1; mvage
chr4	17841198	18021875	ENSG00000178177	-	LCORL	AD_Bellenguez_EADB_2022; Telomere_pc1; mvage
chr5	14664663	14699849	ENSG00000154124	+	OTULIN	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr5	87267882	87391930	ENSG00000145715	+	RASA1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr5	87267882	87391930	ENSG00000145715	+	RASA1	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr5	139526430	139628433	ENSG00000131508	+	UBE2D2	AD_Kunkle_Stage1_2019; AD_Wightman_ExcludingUKBand23andME_2021
chr5	151029944	151093576	ENSG00000145901	-	TNIP1	image_AD2; image_Aging2; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr5	154190729	154420983	ENSG00000164574	+	GALNT10	AD_Wightman_ExcludingUKBand23andME_2021
chr5	156919291	156963225	ENSG00000145850	-	TIMD4	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr5	157029412	157059118	ENSG00000113249	-	HAVCR1	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr5	157085831	157142868	ENSG00000135077	-	HAVCR2	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr5	180100794	180209210	ENSG00000146090	-	RASGEF1C	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr6	31897784	31945671	ENSG00000166278	+	C2	AD_Kunkle_Stage1_2019
chr6	32288525	32371911	ENSG00000204296	-	TSBP1	AD_Kunkle_Stage1_2019
chr6	32578768	32589847	ENSG00000196126	-	HLA-DRB1	AD_Kunkle_Stage1_2019
chr6	32628178	32643683	ENSG00000196735	+	HLA-DQA1	AD_Kunkle_Stage1_2019
chr6	32628178	32643683	ENSG00000196735	+	HLA-DQA1	AD_Wightman_Full_2021
chr6	32821832	32838769	ENSG00000204267	-	TAP2	AD_Bellenguez_EADB_2022
chr6	34757504	34773856	ENSG00000124562	+	SNRPC	AD_Wightman_Excluding23andMe_2021
chr6	34792014	34883137	ENSG00000065060	+	UHRF1BP1	AD_Wightman_Excluding23andMe_2021
chr6	34877461	34888070	ENSG00000064995	-	TAF11	AD_Wightman_Excluding23andMe_2021
chr6	41905353	41921138	ENSG00000124641	-	MED20	AD_Bellenguez_EADB_2022
chr6	47477788	47627262	ENSG00000198087	+	CD2AP	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr6	114055585	114343044	ENSG00000249853	-	HS3ST5	AD_Bellenguez
chr7	1530701	1543042	ENSG00000198517	+	MAFK	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr7	11370364	11832197	ENSG00000005108	-	THSD7A	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr7	12211269	12243366	ENSG00000106460	+	TMEM106B	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr7	55019016	55211627	ENSG00000146648	+	EGFR	image_AD1; AD_Bellenguez
chr7	100456619	100464259	ENSG00000185955	-	C7orf61	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr7	143381294	143391110	ENSG00000159840	+	ZYX	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr7	143443452	143444408	ENSG00000185899	+	TAS2R60	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr8	27311481	27459390	ENSG00000120899	+	PTK2B	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr8	27596916	27614699	ENSG00000120885	-	CLU	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr8	27633867	27676775	ENSG00000168077	+	SCARA3	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr8	100509751	100559783	ENSG00000186106	-	ANKRD46	AD_Bellenguez
chr8	100572888	100663414	ENSG00000174226	-	SNX31	AD_Bellenguez
chr8	100685815	100722808	ENSG00000070756	-	PABPC1	AD_Bellenguez
chr11	47177521	47186442	ENSG00000165912	-	PACSIN3	AD_Bellenguez; Telomere_pc1
chr11	47331405	47352701	ENSG00000134571	-	MYBPC3	AD_Kunkle_Stage1_2019; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr11	47407131	47416495	ENSG00000165915	+	SLC39A13	AD_Kunkle_Stage1_2019; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr11	47465932	47565568	ENSG00000149187	-	CELF1	AD_Bellenguez; Telomere_pc1
chr11	47586677	47589193	ENSG00000196666	+	FAM180B	AD_Kunkle_Stage1_2019; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr11	47589666	47594410	ENSG00000172247	-	C1QTNF4	AD_Kunkle_Stage1_2019; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr11	47617314	47642606	ENSG00000109919	-	MTCH2	AD_Kunkle_Stage1_2019; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr11	47778086	47848554	ENSG00000030066	-	NUP160	AD_Bellenguez; Telomere_pc1
chr11	85957174	86069881	ENSG00000073921	-	PICALM	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr11	121452313	121633762	ENSG00000137642	+	SORL1	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr10	58191516	58267893	ENSG00000151151	-	IPMK	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr10	58269161	58289585	ENSG00000122873	+	CISD1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr10	59788746	59906555	ENSG00000108091	-	CCDC6	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr10	80454165	80533123	ENSG00000108219	+	TSPAN14	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr10	96189170	96271586	ENSG00000095585	-	BLNK	AD_Bellenguez; AD_Wightman_Full_2021
chr10	122374695	122442601	ENSG00000107679	+	PLEKHA1	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr12	6970912	6997427	ENSG00000126749	+	EMG1	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Bellenguez_EADB_2022
chr12	113185525	113192367	ENSG00000139405	+	RITA1	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Bellenguez_EADB_2022
chr12	113195440	113221093	ENSG00000166578	-	IQCD	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Bellenguez_EADB_2022
chr12	113221049	113298584	ENSG00000186815	+	TPCN1	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Bellenguez_EADB_2022
chr14	92513780	92688993	ENSG00000100599	+	RIN3	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr15	58771191	58861899	ENSG00000128923	+	MINDY2	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr15	63276017	63309125	ENSG00000138613	+	APH1B	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Bellenguez_EADB_2022
chr16	22345935	22437164	ENSG00000140743	-	CDR2	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	23388492	23453188	ENSG00000168434	-	COG7	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	23463541	23521994	ENSG00000103365	-	GGA2	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	23520753	23557730	ENSG00000103356	-	EARS2	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	23641465	23677471	ENSG00000166847	+	DCTN5	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	29871158	29899546	ENSG00000174938	-	SEZ6L2	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	29900374	29919863	ENSG00000174939	+	ASPHD1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	29905011	29926235	ENSG00000174943	-	KCTD13	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	29940884	29973049	ENSG00000149932	+	TMEM219	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	29973867	29992260	ENSG00000149930	+	TAOK2	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	29995714	30005792	ENSG00000169592	+	INO80E	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	30005513	30023269	ENSG00000149927	-	DOC2A	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	30092313	30096914	ENSG00000090238	-	YPEL3	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	30104809	30113536	ENSG00000102886	-	GDPD3	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	30114104	30123505	ENSG00000102882	-	MAPK3	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	30182826	30189075	ENSG00000102879	+	CORO1A	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr16	31106106	31112790	ENSG00000103507	+	BCKDK	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr17	1716522	1738598	ENSG00000167716	+	WDR81	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr17	1742835	1755264	ENSG00000167711	+	SERPINF2	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr17	5105540	5123115	ENSG00000167840	-	ZNF232	AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr17	5208919	5234859	ENSG00000161929	-	SCIMP	AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr17	5282264	5386339	ENSG00000029725	+	RABEP1	AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr17	5432776	5448829	ENSG00000108561	-	C1QBP	AD_Bellenguez; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021
chr17	42950525	42980527	ENSG00000108825	-	PTGES3L-AARSD1	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	43766124	43778976	ENSG00000108861	-	DUSP3	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	44345261	44353105	ENSG00000030582	+	GRN	AD_Bellenguez; AD_Wightman_Excluding23andMe_2021
chr17	44345261	44353105	ENSG00000030582	+	GRN	AD_Wightman_Full_2021
chr17	44372179	44389648	ENSG00000005961	-	ITGA2B	AD_Wightman_Full_2021
chr17	45263118	45317028	ENSG00000006062	-	MAP3K14	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45393901	45434420	ENSG00000159314	-	ARHGAP27	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45435899	45490748	ENSG00000225190	-	PLEKHM1	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45620343	45835825	ENSG00000263715	+	LINC02210-CRHR1	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45784279	45835827	ENSG00000120088	+	CRHR1	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45844880	45847066	ENSG00000185294	+	SPPL2C	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45894526	46028333	ENSG00000186868	+	MAPT	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	45999249	45999693	ENSG00000256762	+	STH	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	46029915	46225388	ENSG00000120071	-	KANSL1	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	46292732	46337793	ENSG00000176681	+	LRRC37A	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	46511510	46555649	ENSG00000238083	+	LRRC37A2	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	46516701	46579690	ENSG00000185829	-	ARL17A	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	46590668	46757463	ENSG00000073969	+	NSF	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	46923132	47049931	ENSG00000262633	+	AC005670.2	image_Aging3; AD_Wightman_ExcludingUKBand23andME_2021; PD
chr17	49289205	49362472	ENSG00000198740	-	ZNF652	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr17	57085091	57121345	ENSG00000121057	+	AKAP1	AD_Wightman_Full_2021; Telomere_pc1
chr17	63477060	63498379	ENSG00000159640	+	ACE	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr17	63477060	63498379	ENSG00000159640	+	ACE	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr17	63484822	63521847	ENSG00000264813	+	AC113554.1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr17	63484822	63521847	ENSG00000264813	+	AC113554.1	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr20	56412111	56460386	ENSG00000087589	+	CASS4	AD_Bellenguez; AD_Kunkle_Stage1_2019; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021; AD_Wightman_ExcludingUKBand23andME_2021; AD_Bellenguez_EADB_2022
chr19	1040106	1065571	ENSG00000064687	+	ABCA7	AD_Wightman_Excluding23andMe_2021
chr19	32875924	32971990	ENSG00000121289	-	CEP89	AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
chr19	48661406	48673080	ENSG00000142233	-	NTN5	AD_Wightman_Full_2021; mvage
chr19	48695970	48705950	ENSG00000176920	+	FUT2	AD_Wightman_Full_2021; mvage
chr19	48712724	48719724	ENSG00000176909	-	MAMSTR	AD_Wightman_Full_2021; mvage
chr19	48720584	48740609	ENSG00000105538	-	RASIP1	AD_Wightman_Full_2021; mvage
chr22	29327679	29388582	ENSG00000100280	-	AP1B1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr22	31160181	31207018	ENSG00000138942	+	RNF185	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr22	31212273	31280079	ENSG00000182541	+	LIMK2	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr22	31399603	31530633	ENSG00000185721	+	DRG1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr22	31488687	31618587	ENSG00000198089	+	SFI1	AD_Bellenguez; AD_Bellenguez_EADB_2022
chr22	38483437	38507659	ENSG00000100201	-	DDX17	image_Aging3; AD_Wightman_Full_2021; Telomere_pc1
chr22	38578119	38656628	ENSG00000184949	-	FAM227A	image_Aging3; AD_Wightman_Full_2021; Telomere_pc1
chr22	38656639	38673853	ENSG00000100211	+	CBY1	image_Aging3; AD_Wightman_Full_2021; Telomere_pc1
chr22	38681956	38685420	ENSG00000100216	+	TOMM22	image_Aging3; AD_Wightman_Full_2021; Telomere_pc1
chr22	38685542	38701555	ENSG00000100221	-	JOSD1	image_Aging3; AD_Wightman_Full_2021; Telomere_pc1
chr22	38734724	38794142	ENSG00000100242	-	SUN2	image_Aging3; AD_Wightman_Full_2021; Telomere_pc1
chr21	25880549	26171127	ENSG00000142192	-	APP	AD_Bellenguez; AD_Wightman_Full_2021; AD_Wightman_Excluding23andMe_2021
